name,price,link_picture,Produkttyp,Vorgeschlagenes Geschlecht,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sound-Effekte,Produktfarbe,Material,Ursprungsland,EU TSD Warnung,EU TSD Sprache,Sicherheitswarnung,Batterien erforderlich,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,Verpackungsart,Menge pro Packung,Anzahl der Versandkartons pro Vorlagenkarton,Montage erforderlich,Anzahl der Pakete,ASIN,Montagezeit,Freigabedatum (TT/MM/JJ),Figur enthalten,Nachhaltigkeitszertifikate,Menge pro Versandkarton,Länge des Versandkartons,Breite des Versandkartons,Höhe des Versandkartons,Gewicht Versandkarton,Nettogewicht Hauptkarton,Versandkarton pro Palettenlage,Anzahl Produkte pro Versandkarton,Hauptkarton GTIN (EAN/UPC),Lagenanzahl pro Palette,Produkte pro Palettenlage,Fernbedienung erforderlich,Warnung vor Erstickungsgefahr,Fernbedienung enthalten,Akkus/Batterien enthalten,null
LEGO Friends - Friseursalon (41743),54.95,https://www.fcw.ch/api/ProcessRequest/169737/BN/268x166-lego-friends-friseursalon-41743.jpg?sourceId=880326&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 401 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 656 g , Box ,,, ,, B0BBRXLHV1 ,,,,,,,,,,,,,,,,,,, ,
LEGO City - Stadtplatz (60271),229,https://www.fcw.ch/api/ProcessRequest/105912/BN/268x166-lego-city-stadtplatz-60271.jpg?sourceId=867743&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 1517 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 118 mm , 582 mm , 378 mm ," 3,03 kg ", Box ,,, ,, B08G4PBFLQ ,,, , Forest Stewardship Council (FSC) Mix ,, 598 mm , 397 mm , 370 mm ," 10,3 kg "," 9,09 kg ", 4 Stück(e) , 3 Stück(e) , 5702016867718 , 3 Stück(e) , 12 Stück(e) ,, Kleinteile ,, ,
LEGO Star Wars - 501st Clone Troopers Battle Pack (75345),26.95,https://www.fcw.ch/api/ProcessRequest/169993/BN/268x166-lego-star-wars-501st-clone-troopers-battle-pack-75345.jpg?sourceId=880361&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 119 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm , 46 mm , 125 g , Box ,,, ,, B0BBS2K3YK ,,,,,,,,,,,,,,,,,,, ,
LEGO Creator 3in1 - Nudelladen (31131),54.95,https://www.fcw.ch/api/ProcessRequest/139348/BN/268x166-lego-creator-3in1-nudelladen-31131.jpg?sourceId=874172&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 569 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 880 g , Box ,,, ,, B09QFVLHZH ,,,,,,,,,,,,,,,,,,,,
LEGO Spider-Man - Venom (76187),84.95,https://www.fcw.ch/api/ProcessRequest/135037/BN/268x166-lego-spider-man-venom-76187.jpg?sourceId=861246&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 565 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 354 mm , 191 mm , 91 mm , 750 g , Box ,,, ,, B08GYFKMS7 ,, 26/04/2021 , , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 398 mm , 199 mm , 373 mm ," 3,24 kg "," 2,88 kg ", 12 Stück(e) , 4 Stück(e) , 5702017072418 , 3 Stück(e) , 48 Stück(e) , , Kleinteile , , ,"
                        "
LEGO Friends - Mobile Modeboutique (41719),11.95,https://www.fcw.ch/api/ProcessRequest/139043/BN/268x166-lego-friends-mobile-modeboutique-41719.jpg?sourceId=874202&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 94 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 122 mm , 141 mm , 61 mm , 130 g , Box ,,, ,, B09RGMM3R6 ,,,,,,,,,,,,,,,,,,,,
LEGO Ninjago - Jays Titan-Mech (71785),99,https://www.fcw.ch/api/ProcessRequest/169873/BN/268x166-lego-ninjago-jays-titan-mech-71785.jpg?sourceId=880357&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 794 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 354 mm ," 70,5 mm "," 1,09 kg ", Box ,,, ,, B0BBS3KGXW ,,,,,,,,,,,,,,,,,,, ,
LEGO Harry Potter - Zaubereiministerium (76403),119,https://www.fcw.ch/api/ProcessRequest/139337/BN/268x166-lego-harry-potter-zaubereiministerium-76403.jpg?sourceId=874242&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 990 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm ," 70,5 mm "," 1,36 kg ", Box ,,, ,, B09QG43GV1 ,,,,,,,,,,,,,,,,,,,,
LEGO City - Haiangriff-Stuntchallenge (60342),24.95,https://www.fcw.ch/api/ProcessRequest/139256/BN/268x166-lego-city-haiangriff-stuntchallenge-60342.jpg?sourceId=874183&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 122 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 191 mm , 61 mm , 370 g , Box ,,, ,, B09QFTNYSV ,,,,,,,,,,,,,,,,,,,,
LEGO Duplo Spielspaß in der Kita (10992),54.95,https://www.fcw.ch/api/ProcessRequest/190508/BN/268x166-lego-duplo-spielspass-in-der-kita-10992.jpg?sourceId=886566&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 67 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 91 mm ," 1,09 kg ", Box , 1 Stück(e) , 2 Stück(e) , , 1 , B01N6GLUR5 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Minecraft - Das Sumpfabenteuer (21240),11.95,https://www.fcw.ch/api/ProcessRequest/169373/BN/268x166-lego-minecraft-das-sumpfabenteuer-21240.jpg?sourceId=880345&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 65 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 122 mm , 141 mm , 46 mm , 110 g , Box ,,, ,, B0BBRSQYPR ,,,,,,,,,,,,,,,,,,, ,
LEGO Creator 3in1 - Gemütliches Haus (31139),69.95,https://www.fcw.ch/api/ProcessRequest/177363/BN/268x166-lego-creator-3in1-gemuetliches-haus-31139.jpg?sourceId=880404&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 808 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm "," 1,14 kg ", Box , 1 Stück(e) ,, ,, B0BBRWHP5F , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Friends - Internationale Schule (41731),119,https://www.fcw.ch/api/ProcessRequest/169793/BN/268x166-lego-friends-internationale-schule-41731.jpg?sourceId=880324&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 985 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm , 94 mm ," 1,83 kg ", Box ,,, ,, B0BBRZ6D5Y ,,,,,,,,,,,,,,,,,,, ,
LEGO Friends - Heartlake City Pizzeria (41705),17.95,https://www.fcw.ch/api/ProcessRequest/139268/BN/268x166-lego-friends-heartlake-city-pizzeria-41705.jpg?sourceId=874194&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 144 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 279 g , Box ,,, ,, B09QG324FJ ,,,,,,,,,,,,,,,,,,,,
LEGO Duplo - Buzz Lightyears Planetenmission (10962),42.95,https://www.fcw.ch/api/ProcessRequest/134488/BN/268x166-lego-duplo-buzz-lightyears-planetenmission-10962.jpg?sourceId=870416&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 37 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 282 mm ," 95,5 mm ", 585 g , Box ,,, ,, B09BNS2MRD ,,,,,,,,,,,,,,,,,,, ,
LEGO Classic - Pastell Kreativ-Bauset (11028),24.95,https://www.fcw.ch/api/ProcessRequest/176788/BN/268x166-lego-classic-pastell-kreativ-bauset-11028.jpg?sourceId=880397&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 333 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 72 mm , 462 g , Box , 1 Stück(e) ,, ,, B01MQWNYIS , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Jurassic World - Ausbruch des T. Rex (76956),139,https://www.fcw.ch/api/ProcessRequest/150558/BN/268x166-lego-jurassic-world-ausbruch-des-t-rex-76956.jpg?sourceId=879257&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1212 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm ," 70,5 mm "," 1,71 kg ", Box ,,, ,,,,,,,,,,,,,,,,,,,,, ,
LEGO Ideas - Jazz-Quartett (21334),139,https://www.fcw.ch/api/ProcessRequest/151741/BN/268x166-lego-ideas-jazz-quartett-21334.jpg?sourceId=879671&source=Product, Bausatz ,, 18 Jahr(e) ,, 1606 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , ,,,,, Box ,,, ,,,,,,,,,,,,,,,,,, ,, ,,
LEGO Friends - Pfannkuchen-Shop (41753),11.95,https://www.fcw.ch/api/ProcessRequest/188777/BN/268x166-lego-friends-pfannkuchen-shop-41753.jpg?sourceId=886586&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 157 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 157 mm , 71 mm , 177 g , Box , 1 Stück(e) , 4 Stück(e) , , 1 , B0BPCCQY45 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Friends - Stephanies Segelabenteuer (41716),54.95,https://www.fcw.ch/api/ProcessRequest/139023/BN/268x166-lego-friends-stephanies-segelabenteuer-41716.jpg?sourceId=874200&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 304 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 620 g , Box ,,, ,, B09QG4M23V ,,,,,,,,,,,,,,,,,,,,
LEGO City - Detektivmissionen der Wasserpolizei (60355),36.95,https://www.fcw.ch/api/ProcessRequest/139098/BN/268x166-lego-city-detektivmissionen-der-wasserpolizei-60355.jpg?sourceId=874185&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 278 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 282 mm , 59 mm , 405 g , Box ,,, ,, B09QFZTBPP ,,,,,,,,,,,,,,,,,,,,
LEGO Batman - Jim Lee Batman Kollektion (31205),139,https://www.fcw.ch/api/ProcessRequest/132390/BN/268x166-lego-batman-jim-lee-batman-kollektion-31205.jpg?sourceId=870480&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 4167 Stück(e) , , Mehrfarbig , Kunststoff , China , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 404 mm , 50 mm ," 1,75 kg ", Box ,,, ,, B09BNWCZQ9 ,,,,,,,,,,,,,,,,,,, ,
LEGO Duplo - Lebkuchenhaus mit Weihnachtsmann (10976),42.95,https://www.fcw.ch/api/ProcessRequest/152320/BN/268x166-lego-duplo-lebkuchenhaus-mit-weihnachtsmann-10976.jpg?sourceId=874167&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 50 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 94 mm , 382 mm , 262 mm , 758 g , Box ,,, ,, B09QG4M23Q ,,,,,,,,,,,,,,,, ,, ,,
LEGO Architecture - Taj Mahal (21056),149,https://www.fcw.ch/api/ProcessRequest/180670/BN/268x166-lego-architecture-taj-mahal-21056.jpg?sourceId=885111&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 2022 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm , 118 mm ," 1,77 kg ", Box ,,, ,,,, 01/06/2021 , , Forest Stewardship Council (FSC) Mix ,, 398 mm , 252 mm , 280 mm ," 3,92 kg "," 3,54 kg ", 9 Stück(e) , 2 Stück(e) , 5702017024424 , 4 Stück(e) , 18 Stück(e) ,, Kleinteile ,, ,"
                        "
LEGO PAC-MAN Spielautomat,299,https://www.fcw.ch/api/ProcessRequest/190264/BN/268x166-lego-pac-man-spielautomat.jpg?sourceId=889186&source=Product, Bausatz ,, 18 Jahr(e) ,, 2651 Stück(e) , , Mehrfarbig ,,, Nicht für Kinder unter 36 Monaten geeignet ,,,,,,,, Geschlossene Box ,,,,,,,,,,,,,,,,,,,,,,,,,
LEGO City - Stuntshow-Doppellooping (60339),169,https://www.fcw.ch/api/ProcessRequest/139462/BN/268x166-lego-city-stuntshow-doppellooping-60339.jpg?sourceId=874180&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 598 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 87 mm ," 1,47 kg ", Box ,,, ,, B09QFVRYBY ,,,,,,,,,,,,,,,,,,,,
LEGO Indiana Jones - Flucht aus dem Grabmal (77013),52.95,https://www.fcw.ch/api/ProcessRequest/188509/BN/268x166-lego-indiana-jones-flucht-aus-dem-grabmal-77013.jpg?sourceId=886675&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 600 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 262 mm , 95 mm , 910 g , Box , 1 Stück(e) , 4 Stück(e) , , 1 , B0BV7BSVFG , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Classic - Party Kreativ-Bauset (11029),54.95,https://www.fcw.ch/api/ProcessRequest/177761/BN/268x166-lego-classic-party-kreativ-bauset-11029.jpg?sourceId=880398&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 900 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm , 94 mm ," 1,14 kg ", Box , 1 Stück(e) ,, ,, B01N0REILO , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Creator - Oldtimer (30644),4.95,https://www.fcw.ch/api/ProcessRequest/177915/BN/268x166-lego-creator-oldtimer-30644.jpg?sourceId=884131&source=Product, Bausatz , Junge , 6 Jahr(e) ,, 59 Stück(e) ,," Schwarz, Rot ",,, Nicht für Kinder unter 36 Monaten geeignet ,,,,,,,, Polybag ,,,,,,,,,,,,,,,,,,,,,,,,,"
                        "
LEGO Technic - Ford F-150 Raptor (42126),169,https://www.fcw.ch/api/ProcessRequest/124721/BN/268x166-lego-technic-ford-f-150-raptor-42126.jpg?sourceId=864260&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1379 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 118 mm ," 1,91 kg ", Box ,,, ,, B08WX1V6TR ,,,,, 2 Stück(e) ,,,,,,,,,,, ,, , ,"
                        "
LEGO Friends - Lianns Zimmer (41739),24.95,https://www.fcw.ch/api/ProcessRequest/169879/BN/268x166-lego-friends-lianns-zimmer-41739.jpg?sourceId=880318&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 204 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 205 mm , 61 mm , 306 g , Box ,,, ,, B0BBRW5BNH ,,,,,,,,,,,,,,,,,,, ,
LEGO Friends - Hunderettungsfahrrad (41738),11.95,https://www.fcw.ch/api/ProcessRequest/169928/BN/268x166-lego-friends-hunderettungsfahrrad-41738.jpg?sourceId=880317&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 125 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm , 46 mm , 148 g , Box ,,, ,, B0BBRXMHLQ ,,,,,,,,,,,,,,,,,,, ,
LEGO Jurassic World - Entdeckung des Brachiosaurus (76960),99,https://www.fcw.ch/api/ProcessRequest/188372/BN/268x166-lego-jurassic-world-entdeckung-des-brachiosaurus-76960.jpg?sourceId=886629&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 512 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 810 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BPC9M14K , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Marvel - Thanos Mech (76242),18.95,https://www.fcw.ch/api/ProcessRequest/170009/BN/268x166-lego-marvel-thanos-mech-76242.jpg?sourceId=880364&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 113 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 141 mm , 46 mm , 150 g , Box ,,, ,, B0BBS2L9QV ,,,,,,,,,,,,,,,,,,, ,
LEGO Friends - Sportzentrum (41744),99,https://www.fcw.ch/api/ProcessRequest/188400/BN/268x166-lego-friends-sportzentrum-41744.jpg?sourceId=886579&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 832 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 354 mm , 378 mm ," 70,5 mm "," 1,42 kg ", Box , 1 Stück(e) , 4 Stück(e) , , 1 , B0BPCDDL6Z , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Friends - Bio-Laden (41729),99,https://www.fcw.ch/api/ProcessRequest/169961/BN/268x166-lego-friends-bio-laden-41729.jpg?sourceId=880314&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 830 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 540 mm ," 78,5 mm "," 1,32 kg ", Box ,,, ,, B0BBRZGY3Q ,,,,,,,,,,,,,,,,,,, ,
LEGO LEGO BTS Dynamite 21339,139,https://www.fcw.ch/api/ProcessRequest/190241/BN/268x166-lego-lego-bts-dynamite-21339.jpg?sourceId=889176&source=Product, Bausatz ,, 18 Jahr(e) , 99 Jahr(e) , 749 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm , 94 mm ," 1,3 kg ", Box ,,, ,,,,, ,,,,,,,,,,,,,,,,,
LEGO Avatar - Jakes und Neytiris erster Flug auf einem Banshee (75572),64.95,https://www.fcw.ch/api/ProcessRequest/156880/BN/268x166-lego-avatar-jakes-und-neytiris-erster-flug-auf-einem-banshee-75572.jpg?sourceId=874236&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 572 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 61 mm , 480 mm , 282 mm , 628 g , Box ,,, ,, B09QFN7SYZ ,,,,,,,,,,,,,,,, ,, ,,
LEGO Minecraft - Das Bienenhäuschen (21241),26.95,https://www.fcw.ch/api/ProcessRequest/169934/BN/268x166-lego-minecraft-das-bienenhaeuschen-21241.jpg?sourceId=880346&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 254 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 435 g , Box ,,, ,, B0BBRZPD27 ,,,,,,,,,,,,,,,,,,, ,
